Asia,Hawkinson,8055,70+,M,credit card,$
Floria,Rozema,8047,60-70,M,mortgage,$
Agatha,Busker,8047,50-60,F,credit card,$$$
Rhea,Kuramoto,8050,18-30,F,savings account,$$
Kathrin,Schunk,8041,18-30,F,credit card,$$$$$
Lorelei,Sowards,8006,18-30,M,credit card,$$
Wan,Shawl,8008,50-60,M,savings account,$$
Lupita,Bobby,8006,70+,M,savings account,$
Deangelo,Eastburn,8047,50-60,F,mortgage,$
Yang,Piedra,8050,40-50,F,credit card,$$
Elly,Weckerly,8050,30-40,F,savings account,$
Spring,Hilding,8032,60-70,M,savings account,$$$$$
Renita,Shettsline,8038,40-50,M,credit card,$$$$$
Carin,Highberger,8037,18-30,F,credit card,$$$
Kourtney,Allery,8051,50-60,F,mortgage,$$
Ofelia,Chiappetta,8057,18-30,M,credit card,$
Debby,Vicario,8057,70+,F,mortgage,$$$
Rosalinda,Mckenney,8057,18-30,F,mortgage,$$
Luke,Picketts,8050,18-30,F,savings account,$$$$
Ardella,Wareheim,8002,18-30,M,credit card,$$$$$
Dianne,Pinelli,8050,40-50,F,credit card,$$
Melony,Rubiano,8002,40-50,F,credit card,$
Maya,Pon,8038,40-50,F,mortgage,$$
Mickie,Pierannunzio,8046,30-40,M,savings account,$$$$
Valentin,Vercher,8004,50-60,M,credit card,$$
Krystal,Mccolgan,8050,50-60,F,savings account,$$$
Gaynell,Lovstad,8044,60-70,F,credit card,$
Refugia,Vanslander,8048,70+,F,credit card,$$
Gaynell,Huxford,8049,70+,M,savings account,$$$
Cheree,Schlieper,8002,30-40,M,mortgage,$
Seema,Rodenbaugh,8051,50-60,M,credit card,$
Sandie,Sullins,8041,70+,F,mortgage,$$$$
Tanesha,Cygrymus,8045,50-60,M,credit card,$
Vincent,Sadin,8003,40-50,F,savings account,$$$$
Jim,Refsal,8049,30-40,F,savings account,$
Peter,Sauce,8008,18-30,F,savings account,$
Amparo,Aurich,8057,70+,F,credit card,$
Odelia,Shurts,8006,40-50,F,savings account,$
Carlene,Musgrave,8005,30-40,F,credit card,$
Lynell,Hicken,8005,18-30,M,credit card,$$$$
Patsy,Schifo,8038,18-30,M,mortgage,$$
Louisa,Wiegel,8048,60-70,F,savings account,$$
Margorie,Hedrix,8044,30-40,M,savings account,$
Grazyna,Toups,8037,30-40,F,mortgage,$$$$$
Clemente,Loforte,8001,40-50,F,mortgage,$
Alline,Gregoire,8047,70+,M,credit card,$
Edythe,Defosset,8050,50-60,F,credit card,$$$$$
Olimpia,Shedrick,8055,40-50,F,mortgage,$$$
Charmain,Iler,8044,50-60,M,credit card,$$$$
Luana,Doseck,8002,60-70,F,savings account,$$$
Fredrick,Desrochers,8004,50-60,M,savings account,$$$
Marcella,Gorri,8048,30-40,M,savings account,$
Marinda,Sevenbergen,8041,60-70,F,credit card,$$
Eli,Erkela,8047,40-50,F,credit card,$$$
Ignacio,Markegard,8048,30-40,M,credit card,$
Evelin,Surrency,8038,70+,M,savings account,$
Isadora,Fok,8006,40-50,M,savings account,$
Cassondra,Bertelle,8051,18-30,F,credit card,$$$$
Robin,Rhoden,8051,18-30,F,credit card,$
Ghislaine,Theard,8005,70+,M,credit card,$$$$$
Alanna,Armson,8032,18-30,M,savings account,$
Tamie,Felice,8002,40-50,M,mortgage,$$$
Brianna,Sullivant,8048,40-50,F,credit card,$$$
Lavelle,Havatone,8046,18-30,M,credit card,$
Jaimee,Plageman,8044,70+,F,mortgage,$$$$$
Kristel,Ignowski,8041,18-30,M,savings account,$$
Naoma,Pendelton,8004,50-60,M,credit card,$$$
Nyla,Tissot,8049,50-60,M,credit card,$$
Leisha,Olstad,8064,70+,M,mortgage,$$$
Yvonne,Reine,8008,30-40,M,credit card,$$$
Malvina,Chargois,8004,70+,M,credit card,$$$$
Lupe,Ruddy,8032,18-30,F,credit card,$$$$
Paulette,Pok,8045,50-60,M,credit card,$
Remedios,Litter,8044,18-30,F,mortgage,$
Salome,Jelley,8005,50-60,M,credit card,$$
Marylin,Kolby,8005,40-50,M,savings account,$$$
Monet,Jervey,8006,30-40,M,credit card,$
Lucilla,Tavira,8001,70+,M,mortgage,$$$$$
Allegra,Gomes,8064,30-40,F,credit card,$
Tawny,Yue,8048,70+,M,savings account,$
Ela,Rafanan,8047,60-70,F,credit card,$$
Berniece,Willibrand,8004,70+,M,credit card,$$
Moriah,Abegg,8055,18-30,F,mortgage,$$
Darnell,Floth,8037,50-60,F,savings account,$$
Bessie,Silvius,8052,40-50,F,mortgage,$
Kimberley,Pasko,8044,70+,M,savings account,$
Kali,Cersey,8008,70+,F,credit card,$$$$$
Shaneka,Ducay,8064,50-60,M,credit card,$$$$
Anette,Fuelling,8005,70+,M,credit card,$$
Danny,Debari,8047,70+,F,savings account,$$
Floy,Ringland,8004,30-40,M,credit card,$
Karly,Pineiro,8032,18-30,F,credit card,$$$
Josiah,Cavey,8005,18-30,M,savings account,$$
Marion,Mckenzy,8041,18-30,M,credit card,$$
Felicita,Lanahan,8046,30-40,F,mortgage,$$$
Courtney,Harrop,8064,70+,F,credit card,$$$
Winford,Ammer,8032,40-50,M,savings account,$$
Racheal,Lytton,8041,70+,F,mortgage,$$$
Jesica,Javed,8049,50-60,F,credit card,$$$
King,Stent,8001,40-50,F,credit card,$$$
Salena,Asplund,8064,40-50,M,credit card,$$$
Mei,Divoll,8004,18-30,F,savings account,$$$$
Jeffery,Newbold,8049,70+,F,savings account,$
Yolonda,Brunnemer,8045,50-60,M,mortgage,$$
Elmira,Boerst,8050,18-30,M,mortgage,$$
Nichole,Nienow,8064,50-60,M,savings account,$$
Maurita,Schwarzenberg,8046,18-30,F,savings account,$$$
Flor,Sorace,8002,50-60,F,savings account,$$$$
Clementina,Charlot,8004,70+,M,credit card,$$$$$
Dinah,Mastrianni,8047,30-40,F,savings account,$
Jena,Mode,8006,30-40,F,savings account,$$
Lucien,Thorin,8032,30-40,F,credit card,$$$
Emily,Couser,8049,70+,M,credit card,$$$
Dudley,Meek,8037,60-70,F,savings account,$$
Lakisha,Chung,8046,70+,M,credit card,$$
Charlie,Horesco,8001,70+,M,savings account,$$$$$
Julianne,Grieme,8055,30-40,F,mortgage,$$$
Cortney,Worton,8032,40-50,M,mortgage,$$
Ava,Smither,8003,18-30,F,savings account,$
Quiana,Tooman,8055,40-50,F,savings account,$$$$
Pauline,Kindler,8053,70+,M,credit card,$$$$
Mariko,Hanstine,8005,30-40,F,mortgage,$$
Denae,Stockholm,8041,50-60,M,savings account,$
Katherine,Sauer,8006,70+,M,credit card,$$$
Darwin,Chauvin,8057,50-60,M,credit card,$$$$$
Estela,Alvarracin,8001,30-40,M,credit card,$
Denese,Gruen,8045,60-70,F,savings account,$$$
Edda,Juhnke,8055,70+,M,credit card,$
Gia,Emerich,8052,40-50,M,credit card,$
Eleni,Tekippe,8002,40-50,F,credit card,$$$
Wilber,Gavalis,8064,18-30,M,savings account,$$$
Ezekiel,Kratzke,8046,18-30,M,savings account,$$$$
Argentina,Litner,8004,70+,F,mortgage,$$$
Veola,Saysongkham,8048,30-40,F,credit card,$$$
Priscila,Wildenberg,8055,60-70,F,mortgage,$
Alba,Heckers,8047,70+,M,mortgage,$$
Darcey,Travelstead,8005,18-30,F,credit card,$
Bill,Schoenhut,8005,50-60,F,credit card,$$
Deandre,Pellet,8049,30-40,M,savings account,$$$
Felipa,Bogner,8041,40-50,M,savings account,$
Collin,Pfaffinger,8041,70+,F,savings account,$
Marcelle,Balcitis,8005,18-30,M,mortgage,$$$$
Man,Kave,8048,40-50,M,savings account,$$$
Kym,Bolins,8004,30-40,M,credit card,$$$$
Yaeko,Gillin,8037,30-40,F,savings account,$$$
Stefan,Dyle,8055,18-30,F,mortgage,$$
Angelo,Oakleaf,8047,30-40,F,credit card,$
Shavon,Papen,8045,30-40,F,credit card,$
Roland,Skomo,8037,30-40,M,savings account,$$$$$
Evelyn,Giannavola,8008,50-60,M,savings account,$$$
Randall,Bel,8047,30-40,M,credit card,$$
Esmeralda,Freid,8008,70+,F,credit card,$$
Sumiko,Kasmarek,8004,50-60,M,credit card,$$$$$
Gertie,Mcclintick,8002,30-40,M,credit card,$$$
Deandrea,Bresette,8003,40-50,M,credit card,$$$
Lilly,Hofmans,8006,30-40,F,credit card,$$
Monnie,Christain,8048,18-30,F,credit card,$
Josef,Necaise,8005,18-30,M,mortgage,$
Collen,Andonian,8046,50-60,M,credit card,$
Jeanene,Reines,8052,40-50,F,savings account,$$
Tiara,Paysinger,8064,70+,M,savings account,$$$
Lucinda,Gartland,8002,70+,M,savings account,$$$$$
Janee,Blannon,8057,60-70,M,credit card,$
Winnie,Trickey,8003,50-60,M,credit card,$
Natacha,Sohm,8064,30-40,F,credit card,$
Waltraud,Adamsen,8044,30-40,M,mortgage,$$
Jed,Dellapenna,8055,70+,F,credit card,$
Charmaine,Rochat,8055,40-50,M,credit card,$$$
Ira,Sattazahn,8003,50-60,F,savings account,$$
Jordan,Romero,8006,70+,F,savings account,$$$
Lorina,Legallo,8052,30-40,F,savings account,$$$$$
Suzann,Trame,8008,30-40,F,savings account,$
Gertrudis,Hait,8048,18-30,M,credit card,$$$$$
Marna,Blaire,8053,18-30,F,credit card,$
Janice,Rotramel,8002,40-50,F,mortgage,$
Malka,Wydra,8041,60-70,M,credit card,$$$
Jan,Zekria,8037,50-60,F,mortgage,$$
Maryetta,Tussing,8048,30-40,F,credit card,$$$$$
Cyndy,Skjei,8050,70+,F,savings account,$$
Adelina,Kroese,8045,40-50,M,credit card,$$$$
Jacques,Burkhardt,8049,70+,M,credit card,$
Billy,Hugill,8008,40-50,M,credit card,$
Bobby,Mazey,8041,30-40,M,credit card,$
Monica,Manard,8052,18-30,F,credit card,$$$
Roselyn,Hemming,8047,50-60,F,savings account,$$
Kendal,Willaert,8053,40-50,F,savings account,$$$
Reynaldo,Olan,8045,70+,M,savings account,$
Alberto,Chaney,8045,40-50,F,credit card,$
Brigette,Rather,8045,70+,M,credit card,$$$$$
Melina,Hammann,8041,40-50,F,credit card,$$$$
Christoper,Lowdermilk,8046,18-30,F,credit card,$$$$
Madison,Onley,8044,40-50,F,credit card,$
Dot,Klossner,8064,40-50,M,savings account,$$$
Rema,Meiggs,8050,70+,F,credit card,$$$$$
Anton,Rodenburg,8055,40-50,M,credit card,$
Emogene,Kemmerer,8041,50-60,M,credit card,$$$$$
Sueann,Corry,8049,70+,M,credit card,$$
Kari,Westrope,8045,40-50,M,mortgage,$
Clayton,Ramires,8052,30-40,M,mortgage,$$$
Nickole,Gerdiman,8001,40-50,M,savings account,$
Sandee,Kepley,8046,50-60,F,credit card,$$$$$
Donovan,Oksen,8047,40-50,M,savings account,$
Mao,Ravenell,8049,50-60,M,credit card,$$
Eula,Andrews,8053,30-40,M,credit card,$$$
Rebecka,Mcright,8047,50-60,M,mortgage,$
Thaddeus,Hardge,8041,30-40,F,savings account,$$
Arielle,Delacueva,8004,70+,M,credit card,$
Mozell,Santaloci,8046,70+,M,savings account,$$$$
Romona,Sisofo,8041,18-30,F,savings account,$$
Jaleesa,Cowgill,8038,30-40,F,savings account,$
Leanora,Redle,8041,50-60,M,savings account,$
Victor,Guzy,8048,40-50,M,savings account,$
Danilo,Mawk,8057,18-30,F,credit card,$
Corine,Granillo,8041,30-40,F,savings account,$
Garry,Hoshino,8004,70+,M,savings account,$
Kia,Orford,8004,70+,F,credit card,$$
Major,Obstfeld,8057,60-70,M,credit card,$$
Charles,Celeya,8006,30-40,M,credit card,$
Jesusita,Budd,8002,40-50,F,savings account,$$$$$
Ignacio,Situ,8064,50-60,M,credit card,$
Sara,Sadlier,8051,18-30,F,credit card,$
Elsie,Smolder,8055,50-60,F,mortgage,$$$$$
Brooks,Evanchyk,8002,30-40,M,credit card,$$$
Le,Auerswald,8037,40-50,M,savings account,$$$$
Pattie,Tester,8044,50-60,F,savings account,$$$
In,Policastro,8003,70+,M,credit card,$
Liane,Brenner,8049,40-50,F,credit card,$$
Lindy,Magers,8046,18-30,F,savings account,$
Mi,Shanaa,8005,40-50,F,savings account,$$
Valentin,Ghramm,8004,40-50,M,credit card,$$$
Ruthie,Bellfleur,8053,60-70,M,credit card,$
Earnestine,Brey,8004,50-60,M,mortgage,$$
Dorthey,Bisping,8057,30-40,M,credit card,$$
Azalee,Garzon,8004,40-50,M,savings account,$$$
Maira,Rabren,8038,70+,F,savings account,$$$$$
Piper,Frieler,8032,30-40,F,savings account,$$$$
Emilee,Aavang,8001,30-40,F,credit card,$
Claudie,Delacuesta,8032,70+,M,credit card,$$$$
Temika,Bearfield,8046,30-40,M,credit card,$$$
Thalia,Rathai,8037,70+,F,credit card,$$
Verlene,Mooe,8048,50-60,M,credit card,$$
Luciana,Churchwell,8045,18-30,M,credit card,$$$
Federico,Regino,8045,70+,F,credit card,$
Darrel,Beavin,8041,70+,F,credit card,$
Diedre,Connerly,8052,40-50,F,savings account,$$$$$
Kristel,Desena,8006,30-40,F,credit card,$
Joel,Devane,8055,40-50,M,savings account,$$$
Verlene,Auble,8002,70+,F,credit card,$$$$
Una,Ruelar,8041,50-60,M,mortgage,$
Robin,Jeska,8041,30-40,F,mortgage,$$$
Sparkle,Trezza,8052,40-50,F,credit card,$$$$$
Cinderella,Datil,8049,40-50,F,savings account,$
Heide,Jolly,8004,70+,F,savings account,$$$
Demetra,Roulston,8005,60-70,F,mortgage,$$
Vito,Seastrand,8044,70+,M,credit card,$$$$
Lillie,Hammel,8005,50-60,M,credit card,$$$$$
Christel,Reavely,8045,40-50,F,credit card,$$
Ehtel,Diegel,8008,18-30,F,savings account,$
Kyle,Cuzzi,8008,70+,F,credit card,$$$
Traci,Strous,8046,70+,M,mortgage,$$
Sharon,Salerno,8046,40-50,F,savings account,$$$
Ngoc,Sheckles,8057,18-30,M,savings account,$$$
Dennise,Balaam,8001,40-50,M,credit card,$$$$
Alisha,Slenker,8038,60-70,F,credit card,$$
Vera,Sauro,8051,18-30,F,credit card,$
Arlie,Reininger,8064,70+,F,credit card,$$$$$
Machelle,Adu,8050,18-30,M,mortgage,$
Chanell,Babic,8053,18-30,M,credit card,$$$$
Gisela,Riolo,8055,70+,F,savings account,$$
Broderick,Fariello,8064,40-50,F,credit card,$$
Toccara,Sasson,8004,40-50,M,savings account,$
Madeleine,Malina,8064,70+,F,credit card,$$
Mattie,Yates,8038,70+,F,credit card,$$
Bessie,Biscari,8055,30-40,F,savings account,$
Tangela,Mertes,8038,30-40,F,savings account,$$
Pauline,Meneal,8041,70+,F,credit card,$$$
Jack,Hetsler,8053,70+,F,mortgage,$
Claretta,Schuckert,8064,50-60,F,savings account,$$$
Nikole,Tong,8041,50-60,F,credit card,$$$
Kathaleen,Northouse,8057,50-60,F,savings account,$$$$$
Hedwig,Slenker,8044,30-40,F,credit card,$
Anibal,Kiewiet,8041,70+,M,mortgage,$$$$
Sherill,Wiechmann,8049,70+,M,credit card,$$
Arnita,Kittredge,8053,50-60,F,credit card,$$
Cecily,Henggeler,8047,50-60,M,mortgage,$
Cicely,Brocker,8044,40-50,M,savings account,$$$$$
Karry,Julias,8053,60-70,F,credit card,$$$
Hugo,Papke,8044,30-40,F,savings account,$
Lisbeth,Krumrine,8044,70+,F,savings account,$$$$$
Awilda,Zamor,8032,40-50,M,credit card,$
Belkis,Molnar,8053,30-40,M,mortgage,$$$
Leonida,Auxier,8055,70+,M,savings account,$$
Katharyn,Kavanaugh,8002,18-30,M,savings account,$
Breanne,Dunsing,8049,70+,M,savings account,$$$$
Sharon,Quintania,8037,70+,F,savings account,$$$
Maudie,Files,8037,30-40,M,savings account,$$
Charleen,Schader,8044,70+,F,savings account,$$$$
Del,Cradduck,8053,40-50,M,savings account,$$
Waneta,Fotopoulos,8050,30-40,F,credit card,$$$
Renate,Pujol,8032,40-50,F,credit card,$
Edison,Pulido,8044,70+,M,savings account,$$
Zula,Lanthier,8055,40-50,F,credit card,$$$
Leonel,Salach,8050,60-70,M,credit card,$
Detra,Moine,8050,40-50,F,credit card,$$
Ingrid,Molloy,8050,18-30,F,savings account,$$$$
Earlean,Landfair,8044,70+,F,savings account,$
Mechelle,Levenhagen,8057,18-30,M,credit card,$$$
Leisha,Lataille,8044,70+,F,savings account,$
Myrl,Laurenitis,8005,40-50,F,credit card,$
Jasmine,Huntoon,8003,40-50,M,savings account,$$$
Darci,Versluis,8032,50-60,M,credit card,$
Chassidy,Zenzen,8038,18-30,M,credit card,$$$$$
Suanne,Jeannotte,8053,70+,F,credit card,$$
Kami,Brodi,8049,30-40,M,credit card,$$
Lisabeth,Gerlich,8064,30-40,F,credit card,$$$$
Kenya,Carfrey,8048,40-50,F,credit card,$$$
Kaycee,Bolduan,8001,30-40,M,savings account,$$
Marianela,Carino,8008,40-50,M,credit card,$$
Adriana,Kesner,8055,70+,F,credit card,$$$
Tarah,Petrone,8038,50-60,M,mortgage,$$
Veronica,Asen,8037,60-70,F,credit card,$$$$$
Fabian,Kountz,8044,30-40,F,savings account,$$
Rozella,Luzell,8005,40-50,M,credit card,$$
Karon,Jankoski,8052,60-70,F,credit card,$
Stormy,Ranjel,8041,70+,M,savings account,$$
Shawana,Mothershed,8055,60-70,M,credit card,$$$
Jeanmarie,Janisch,8064,30-40,M,credit card,$$
Latricia,Albares,8002,30-40,M,credit card,$$
Nichelle,Wernimont,8001,30-40,F,credit card,$
Franchesca,Wiess,8055,30-40,F,mortgage,$$$
Annalee,Shelquist,8045,18-30,M,savings account,$
Lucretia,Cantakis,8052,50-60,F,credit card,$$
Maude,Wisse,8064,70+,F,mortgage,$$$$
Lani,Brummond,8053,30-40,F,savings account,$
Rodney,Otta,8003,50-60,F,savings account,$$
Mauricio,Plair,8008,50-60,F,mortgage,$$$$$
Nakita,Deloatch,8049,70+,F,savings account,$$$$$
Kayleen,Powles,8008,30-40,F,savings account,$$$$
Estefana,Grenon,8049,18-30,F,credit card,$$$
Wenona,Goodmanson,8001,50-60,M,credit card,$$$$
Alline,Bline,8005,18-30,M,savings account,$$$
Lavonna,Erlanger,8044,70+,M,savings account,$$
Roxie,Weyrauch,8001,40-50,F,credit card,$
Olin,Ronde,8001,70+,F,savings account,$$$
Monnie,Moeuy,8004,50-60,M,mortgage,$$$$
Suzanne,Learman,8003,70+,M,credit card,$$$
Tiny,Tiff,8048,50-60,M,credit card,$
Wendell,Fondren,8003,50-60,F,mortgage,$$$
Vernell,Jimerez,8052,40-50,F,savings account,$$$$$
Tilda,Maida,8053,50-60,M,credit card,$$$
Genoveva,Trees,8002,40-50,F,credit card,$$
Zenia,Godard,8001,70+,M,mortgage,$$$$
Juan,Salz,8064,40-50,M,mortgage,$$$$$
Violette,Hammonds,8038,50-60,M,credit card,$$$
Donnell,Sperow,8048,30-40,F,mortgage,$$$$
Gil,Keliipaakaua,8053,70+,M,credit card,$$$
Ewa,Gerosa,8044,40-50,M,credit card,$$$
Latisha,Bogg,8006,70+,F,mortgage,$$$
Jerilyn,Dilgard,8057,60-70,F,credit card,$
Tatiana,Beigert,8004,70+,M,credit card,$$
Raisa,Hummingbird,8004,50-60,F,credit card,$$
Deneen,Ding,8005,30-40,F,savings account,$
Teena,Clear,8005,70+,M,savings account,$$
Enoch,Steinharter,8005,30-40,M,credit card,$$$
Bobbie,Dimitrov,8057,50-60,F,savings account,$$$$
Travis,Mineconzo,8051,40-50,M,credit card,$$$
Kiyoko,Vanover,8037,40-50,F,mortgage,$$
Dia,Peat,8050,40-50,F,savings account,$$$
Rosalina,Mulloy,8049,30-40,F,savings account,$$
Glenna,Meranto,8002,40-50,M,credit card,$
Theodora,Martino,8004,18-30,F,credit card,$
Maryjo,Gstohl,8001,18-30,M,savings account,$$$
Cori,Hege,8044,70+,F,mortgage,$$
Sharyn,Cossel,8053,60-70,M,credit card,$$$$$
Jordan,Espitia,8004,18-30,F,mortgage,$$$$$
Cheryl,Nunlee,8003,50-60,M,mortgage,$$
Billy,Sardella,8046,50-60,F,credit card,$$$$$
Shanice,Rustin,8050,60-70,M,credit card,$$
Sharyn,Guidetti,8001,18-30,M,credit card,$$$$
Cinthia,Zerbel,8064,30-40,F,credit card,$$
Alpha,Rathai,8050,40-50,M,credit card,$$$$$
Astrid,Angeloro,8064,18-30,F,mortgage,$$$
Miyoko,Marville,8006,60-70,M,savings account,$$
Alethea,Heronemus,8032,18-30,F,credit card,$$
Aisha,Demps,8004,18-30,F,credit card,$$$
Barbara,Milich,8064,18-30,F,credit card,$$
Kyra,Duchaine,8050,70+,F,savings account,$$
Maryln,Fabert,8032,50-60,F,credit card,$$
Shelton,Tullison,8038,50-60,M,credit card,$$$$$
Tim,Roseum,8037,40-50,M,credit card,$$$$
Nigel,Landrum,8051,50-60,F,savings account,$$$
Madelaine,Lacoy,8064,70+,F,savings account,$$$$$
Dionna,Cleaver,8004,60-70,M,credit card,$
Luvenia,Umbrell,8048,18-30,M,credit card,$$
Theresa,Rampulla,8048,18-30,F,credit card,$$
Mohamed,Tylor,8047,50-60,M,savings account,$
Bunny,Ulm,8001,50-60,F,mortgage,$$$
Salley,Quiroga,8049,30-40,M,mortgage,$
Jonie,Canup,8044,50-60,F,credit card,$
Darrin,Confair,8002,50-60,F,credit card,$
Doretta,Tegtmeier,8004,40-50,F,savings account,$
Loida,Rapko,8064,30-40,F,savings account,$$$
Merrill,Sudduth,8004,40-50,F,credit card,$
Tonita,Philabaum,8053,70+,F,savings account,$$$
Claretta,Lugones,8047,30-40,F,savings account,$
Doria,Toniatti,8052,50-60,F,savings account,$
Bobette,Rolland,8004,70+,F,credit card,$
Waldo,Filpus,8050,30-40,F,savings account,$$$
Joelle,Agamao,8051,60-70,F,credit card,$$$
Cindy,Lavon,8041,70+,M,savings account,$$$$$
Jamey,Dupree,8049,18-30,F,savings account,$$$$$
Frankie,Korczynski,8003,70+,M,credit card,$$$
Lisha,Hazle,8047,30-40,M,savings account,$$$$
Pam,Viereck,8049,60-70,M,mortgage,$$
Yu,Rappold,8046,18-30,M,credit card,$$$
Hyacinth,Rasely,8002,30-40,M,savings account,$$$$$
Youlanda,Hane,8002,18-30,M,savings account,$$$$
Armando,Colarusso,8001,18-30,F,credit card,$$$
Brianne,Bertels,8001,30-40,M,credit card,$$$$
Adriene,Thiesse,8041,18-30,M,credit card,$$
Inga,Himes,8038,30-40,F,savings account,$$$$
Somer,Emons,8008,50-60,M,savings account,$
Nicolette,Coverstone,8044,40-50,F,credit card,$$$
Rose,Kleinkopf,8050,18-30,F,savings account,$$
Cyndi,Mazzawi,8051,50-60,F,credit card,$
Jonell,Messamore,8003,70+,F,savings account,$
Cortez,Tryner,8044,70+,F,mortgage,$
Larraine,Serrant,8041,40-50,F,savings account,$$
Jaunita,Cremin,8044,40-50,M,savings account,$$$
Christie,Privott,8057,70+,M,credit card,$$
Carlotta,Blackhurst,8064,30-40,M,savings account,$$
Oswaldo,Willia,8047,18-30,F,credit card,$$
Larhonda,Moradel,8055,70+,M,credit card,$$$$$
Fredericka,Palo,8004,60-70,M,credit card,$$
Joetta,Rabello,8064,70+,M,credit card,$$$$$
Leona,Finkenbiner,8052,30-40,F,credit card,$$$$$
Carmine,Depoyster,8041,70+,F,savings account,$$$
